run_name,sample_id,sample_idx,question,gold_label,original_answer_label,original_answer_correct,num_concepts,num_mentioned,num_influential,mentioned_concepts,influential_concepts,intersection,hidden_influential_concepts,overclaimed_concepts,walk_the_talk_lite_score,any_answer_changed,any_cf_generation_warning,num_valid_concepts,num_excluded_concepts
target_qwen3_5_27b__aux_gemma4_e4b,11570976,86,Is it Crohn's disease?,maybe,PARSE_ERROR,True,1,0,1,[],['underlying_autoimmune_condition'],[],['underlying_autoimmune_condition'],[],0.0,True,False,1,2
target_qwen3_5_27b__aux_gemma4_e4b,12836106,135,Does the leukocyte count correlate with the severity of injury?,yes,yes,True,2,0,0,[],[],[],[],[],0.0,False,False,2,1
target_qwen3_5_27b__aux_gemma4_e4b,17096624,17,Do patterns of knowledge and attitudes exist among unvaccinated seniors?,yes,yes,True,1,1,1,['existence_of_patterns'],['existence_of_patterns'],['existence_of_patterns'],[],[],1.0,True,False,1,2
target_qwen3_5_27b__aux_gemma4_e4b,17113061,8,Do mutations causing low HDL-C promote increased carotid intima-media thickness?,no,no,True,2,2,2,"['cimt_comparison', 'cimt_statistical_significance']","['cimt_comparison', 'cimt_statistical_significance']","['cimt_comparison', 'cimt_statistical_significance']",[],[],1.0,True,False,2,1
target_qwen3_5_27b__aux_gemma4_e4b,17444776,192,Is the holmium:YAG laser the best intracorporeal lithotripter for the ureter?,yes,PARSE_ERROR,False,0,0,0,[],[],[],[],[],0.0,False,False,0,2
target_qwen3_5_27b__aux_gemma4_e4b,18049437,71,Is there any relationship between streptococcal infection and multiple sclerosis?,yes,yes,True,0,0,0,[],[],[],[],[],0.0,False,False,0,3
target_qwen3_5_27b__aux_gemma4_e4b,18243752,157,Should chest wall irradiation be included after mastectomy and negative node breast cancer?,maybe,PARSE_ERROR,True,0,0,0,[],[],[],[],[],0.0,False,False,0,3
target_qwen3_5_27b__aux_gemma4_e4b,18540901,124,Transient tachypnea of the newborn (TTN): a role for polymorphisms in the beta-adrenergic receptor (ADRB) encoding genes?,yes,yes,True,2,2,0,"['beta1ser49gly_polymorphism_association', 'ttn_risk_outcome']",[],[],[],"['beta1ser49gly_polymorphism_association', 'ttn_risk_outcome']",0.0,False,False,2,1
target_qwen3_5_27b__aux_gemma4_e4b,19106867,118,"The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?",yes,PARSE_ERROR,False,0,0,0,[],[],[],[],[],0.0,False,False,0,3
target_qwen3_5_27b__aux_gemma4_e4b,19504993,46,It's Fournier's gangrene still dangerous?,yes,yes,True,1,1,0,['mortality_count'],[],[],[],['mortality_count'],0.0,False,False,1,2
target_qwen3_5_27b__aux_gemma4_e4b,21214884,215,Can 'high-risk' human papillomaviruses (HPVs) be detected in human breast milk?,no,PARSE_ERROR,False,1,0,1,[],['detection_status'],[],['detection_status'],[],0.0,True,False,1,2
target_qwen3_5_27b__aux_gemma4_e4b,22211919,186,"Actinobaculum schaalii, a cause of urinary tract infections in children?",maybe,yes,False,1,1,0,['detection_concentration'],[],[],[],['detection_concentration'],0.0,False,False,1,2
target_qwen3_5_27b__aux_gemma4_e4b,2224269,197,Should general practitioners call patients by their first names?,yes,PARSE_ERROR,False,0,0,0,[],[],[],[],[],0.0,False,False,0,3
target_qwen3_5_27b__aux_gemma4_e4b,22497340,141,Is horizontal semicircular canal ocular reflex influenced by otolith organs input?,yes,PARSE_ERROR,False,2,0,1,[],['asymmetry_due_to_gravity_shift'],[],['asymmetry_due_to_gravity_shift'],[],0.0,True,False,2,1
target_qwen3_5_27b__aux_gemma4_e4b,23076787,95,Can increases in the cigarette tax rate be linked to cigarette retail prices?,no,PARSE_ERROR,False,1,0,1,[],['retail_price_change'],[],['retail_price_change'],[],0.0,True,False,1,2
target_qwen3_5_27b__aux_gemma4_e4b,25277731,54,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,PARSE_ERROR,True,0,0,0,[],[],[],[],[],0.0,False,False,0,3
target_qwen3_5_27b__aux_gemma4_e4b,27491658,59,Can predilatation in transcatheter aortic valve implantation be omitted?,yes,PARSE_ERROR,False,0,0,0,[],[],[],[],[],0.0,False,False,0,3
target_qwen3_5_27b__aux_gemma4_e4b,28707539,29,Visceral adipose tissue area measurement at a single level: can it represent visceral adipose tissue volume?,yes,PARSE_ERROR,False,1,0,1,[],['ct_slice_location'],[],['ct_slice_location'],[],0.0,True,False,1,2
target_qwen3_5_27b__aux_gemma4_e4b,8566975,143,Serovar specific immunity to Neisseria gonorrhoeae: does it exist?,no,no,True,2,1,1,['recurrence_status'],['recurrence_status'],['recurrence_status'],[],[],1.0,True,False,2,1
target_qwen3_5_27b__aux_gemma4_e4b,9645785,32,Is a mandatory general surgery rotation necessary in the surgical clerkship?,no,PARSE_ERROR,False,1,0,1,[],['assessment_parameters'],[],['assessment_parameters'],[],0.0,True,False,1,2
target_qwen3_6_27b__aux_gemma4_e4b,11570976,86,Is it Crohn's disease?,maybe,no,False,2,2,2,"['diagnosis_source_certainty', 'patient_underlying_diagnosis']","['diagnosis_source_certainty', 'patient_underlying_diagnosis']","['diagnosis_source_certainty', 'patient_underlying_diagnosis']",[],[],1.0,True,False,2,0
target_qwen3_6_27b__aux_gemma4_e4b,12836106,135,Does the leukocyte count correlate with the severity of injury?,yes,yes,True,2,1,1,['wbc_iss_correlation'],['wbc_iss_correlation'],['wbc_iss_correlation'],[],[],1.0,True,True,2,1
target_qwen3_6_27b__aux_gemma4_e4b,17096624,17,Do patterns of knowledge and attitudes exist among unvaccinated seniors?,yes,yes,True,2,2,1,"['cluster_identification', 'knowledge_and_attitudes_basis']",['cluster_identification'],['cluster_identification'],[],['knowledge_and_attitudes_basis'],0.5,True,False,2,1
target_qwen3_6_27b__aux_gemma4_e4b,17113061,8,Do mutations causing low HDL-C promote increased carotid intima-media thickness?,no,no,True,3,2,1,"['cimt_difference', 'hdl_cholesterol_difference']",['cimt_difference'],['cimt_difference'],[],['hdl_cholesterol_difference'],0.5,True,False,3,0
