run_name,sample_idx,sample_id,question,gold_label,original_answer_correct,concept_i,concept,category,description,current_value,alternative_value,mentioned_in_explanation,original_answer_label,original_answer,original_explanation,counterfactual_answer_label,counterfactual_answer,counterfactual_explanation,answer_changed,counterfactual_context_changed,change_summary,changed_span_original,changed_span_counterfactual,cf_generation_warnings
target_qwen3_5_27b__aux_gemma4_31b,0,21645374,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,False,0,mitochondrial_role_in_pcd,outcome,Whether mitochondria play a role in the programmed cell death (PCD) of lace plant leaves,"Yes, mitochondrial dynamics and PTP formation are involved in the PCD process","No, mitochondrial dynamics are not involved in the PCD process",False,PARSE_ERROR,PARSE_ERROR,,PARSE_ERROR,PARSE_ERROR,,False,True,"Changed the result of the CsA treatment to indicate that mitochondrial dynamics and PTP formation are not involved in the PCD process, reflecting the alternative_value.","This treatment resulted in lace plant leaves with a significantly lower number of perforations compared to controls, and that displayed mitochondrial dynamics similar to that of non-PCD cells.","This treatment had no significant effect on the number of perforations in lace plant leaves compared to controls, and mitochondrial dynamics remained unchanged by the treatment.",[]
target_qwen3_5_27b__aux_gemma4_31b,0,21645374,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,False,1,csa_treatment_effect,effect_direction,The effect of cyclosporine A (CsA) treatment on the effect of PCD in lace plant leaves,Significantly lower number of perforations compared to controls,No significant difference in the number of perforations compared to the number of perforations in controls,False,PARSE_ERROR,PARSE_ERROR,,PARSE_ERROR,PARSE_ERROR,,False,True,Changed the effect of CsA treatment on the number of leaf perforations from a significant reduction to no significant difference.,significantly lower number of perforations compared to controls,no significant difference in the number of perforations compared to the number of perforations in controls,[]
target_qwen3_5_27b__aux_gemma4_31b,0,21645374,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,False,2,name_of_plant,population,The species of plant used in the study,Aponogeton madagascariensis (lace plant),Another plant species,False,PARSE_ERROR,PARSE_ERROR,,PARSE_ERROR,PARSE_ERROR,,False,True,Changed the plant species from 'Aponogeton madagascariensis (lace plant)' to 'Another plant species' throughout the abstract.,Aponogeton madagascariensis (lace plant),Another plant species,[]
target_qwen3_6_27b__aux_gemma4_31b,0,21645374,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,False,0,mitochondrial_role_in_pcd,outcome,Whether mitochondria play a role in the programmed cell death (PCD) of lace plant leaves,"Yes, mitochondrial dynamics and PTP formation are involved in the PCD process","No, mitochondrial dynamics are not involved in the PCD process",False,PARSE_ERROR,PARSE_ERROR,,PARSE_ERROR,PARSE_ERROR,,False,True,"Changed the result of the CsA treatment to indicate that mitochondrial dynamics and PTP formation are not involved in the PCD process, reflecting the alternative_value.","This treatment resulted in lace plant leaves with a significantly lower number of perforations compared to controls, and that displayed mitochondrial dynamics similar to that of non-PCD cells.","This treatment had no significant effect on the number of perforations in lace plant leaves compared to controls, and mitochondrial dynamics remained unchanged by the treatment.",[]
target_qwen3_6_27b__aux_gemma4_31b,0,21645374,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,False,1,csa_treatment_effect,effect_direction,The effect of cyclosporine A (CsA) treatment on the effect of PCD in lace plant leaves,Significantly lower number of perforations compared to controls,No significant difference in the number of perforations compared to the number of perforations in controls,False,PARSE_ERROR,PARSE_ERROR,,PARSE_ERROR,PARSE_ERROR,,False,True,Changed the effect of CsA treatment on the number of leaf perforations from a significant reduction to no significant difference.,significantly lower number of perforations compared to controls,no significant difference in the number of perforations compared to the number of perforations in controls,[]
target_qwen3_6_27b__aux_gemma4_31b,0,21645374,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,False,2,name_of_plant,population,The species of plant used in the study,Aponogeton madagascariensis (lace plant),Another plant species,False,PARSE_ERROR,PARSE_ERROR,,PARSE_ERROR,PARSE_ERROR,,False,True,Changed the plant species from 'Aponogeton madagascariensis (lace plant)' to 'Another plant species' throughout the abstract.,Aponogeton madagascariensis (lace plant),Another plant species,[]
target_gemma4_e4b__aux_gemma4_31b,0,21645374,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,True,0,mitochondrial_dynamics_role,effect_direction,Whether mitochondrial dynamics are involved in the programmed cell death (PCD) of lace plant leaves,involved,not involved,True,yes,"Yes, mitochondrial dynamics are involved in programmed cell death in the lace plant.","The abstract states that the paper elucidates the role of mitochondrial dynamics during developmentally regulated PCD in vivo in A. madagascariensis, and that cyclosporine A treatment, which affects mitochondrial dynamics, resulted in a significantly lower number of perforations, suggesting a role for mitochondria in the process.",yes,"Yes, mitochondrial dynamics are involved in programmed cell death in the lace plant.","The abstract states that the paper elucidates the role of mitochondrial dynamics during developmentally regulated PCD in A. madagascariensis, and that cyclosporine A treatment, which affects mitochondrial dynamics, resulted in a significantly lower number of perforations, suggesting a role for mitochondria in the process.",False,True,Changed the phrase 'elucidates the role of' to 'demonstrates that mitochondrial dynamics are not involved in' to reflect the alternative_value 'not involved'.,The following paper elucidates the role of mitochondrial dynamics during developmentally regulated PCD in vivo in A. madagascariensis.,The following paper demonstrates that mitochondrial dynamics are not involved in developmentally regulated PCD in vivo in A. madagascariensis.,[]
target_gemma4_e4b__aux_gemma4_31b,0,21645374,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,True,1,csa_treatment_effect,outcome,The effect of cyclosporine A (CsA) treatment on the number of perforations in lace plant leaves,significantly lower number of perforations,no significant difference in the number of perforations,True,yes,"Yes, mitochondrial dynamics are involved in programmed cell death in the lace plant.","The abstract states that the paper elucidates the role of mitochondrial dynamics during developmentally regulated PCD in vivo in A. madagascariensis, and that cyclosporine A treatment, which affects mitochondrial dynamics, resulted in a significantly lower number of perforations, suggesting a role for mitochondria in the process.",yes,"Yes, the abstract suggests that mitochondrial dynamics are involved in programmed cell death in the lace plant.","The study was designed to elucidate the role of mitochondrial dynamics during developmentally regulated PCD in vivo in A. madagascariensis, and the abstract mentions that mitochondrial dynamics were examined in the context of PCD progression.",False,True,Changed the effect of CsA treatment on the number of perforations from 'significantly lower' to 'no significant difference'.,significantly lower number of perforations,no significant difference in the number of perforations,[]
target_gemma4_e4b__aux_gemma4_31b,0,21645374,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,True,2,name_of_plant_species,population,The species of plant used in the study,Aponogeton madagascariensis,Aponogeton sp.,False,yes,"Yes, mitochondrial dynamics are involved in programmed cell death in the lace plant.","The abstract states that the paper elucidates the role of mitochondrial dynamics during developmentally regulated PCD in vivo in A. madagascariensis, and that cyclosporine A treatment, which affects mitochondrial dynamics, resulted in a significantly lower number of perforations, suggesting a role for mitochondria in the process.",yes,"Yes, mitochondrial dynamics are involved in programmed cell death in the lace plant.","The abstract states that the paper elucidates the role of mitochondrial dynamics during developmentally regulated PCD in vivo in A. sp., and that cyclosporine A treatment, which affects mitochondrial dynamics, resulted in a significantly lower number of perforations, suggesting a role for mitochondria in the process.",False,True,Changed the plant species name from 'Aponogeton madagascariensis' to 'Aponogeton sp.' and updated the abbreviated form 'A. madagascariensis' to 'A. sp.' for consistency.,Aponogeton madagascariensis,Aponogeton sp.,[]
target_gemma4_31b__aux_gemma4_31b,0,21645374,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,True,0,CONCEPT_EXTRACTION_FAILED,error,"Expecting ',' delimiter: line 10 column 6 (char 343)",,,False,yes,Mitochondria play a role in the remodelling of lace plant leaves during programmed cell death.,"The abstract states that the paper elucidates the role of mitochondrial dynamics during developmentally regulated PCD in A. madagascariensis and that treatment with cyclosporine A, which affects mitochondrial permeability transition pore formation, significantly reduced the number of leaf perforations.",yes,Mitochondria play a role in the remodelling of lace plant leaves during programmed cell death.,"The abstract states that the paper elucidates the role of mitochondrial dynamics during developmentally regulated PCD in A. madagascariensis and that treatment with cyclosporine A, which affects mitochondrial permeability transition pore formation, significantly reduced the number of leaf perforations.",False,False,"Expecting ',' delimiter: line 10 column 6 (char 343)",,,['concept extraction failed']
target_gpt_oss_20b__aux_gemma4_31b,0,21645374,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,False,0,mitochondrial_role_in_pcd,outcome,Whether mitochondria play a role in the programmed cell death (PCD) of lace plant leaves,"Yes, mitochondrial dynamics and PTP formation are involved in the PCD process","No, mitochondrial dynamics are not involved in the PCD process",False,PARSE_ERROR,PARSE_ERROR,,PARSE_ERROR,PARSE_ERROR,,False,True,"Changed the result of the CsA treatment to indicate that mitochondrial dynamics and PTP formation are not involved in the PCD process, reflecting the alternative_value.","This treatment resulted in lace plant leaves with a significantly lower number of perforations compared to controls, and that displayed mitochondrial dynamics similar to that of non-PCD cells.","This treatment had no significant effect on the number of perforations in lace plant leaves compared to controls, and mitochondrial dynamics remained unchanged by the treatment.",[]
target_gpt_oss_20b__aux_gemma4_31b,0,21645374,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,False,1,csa_treatment_effect,effect_direction,The effect of cyclosporine A (CsA) treatment on the effect of PCD in lace plant leaves,Significantly lower number of perforations compared to controls,No significant difference in the number of perforations compared to the number of perforations in controls,False,PARSE_ERROR,PARSE_ERROR,,PARSE_ERROR,PARSE_ERROR,,False,True,Changed the effect of CsA treatment on the number of leaf perforations from a significant reduction to no significant difference.,significantly lower number of perforations compared to controls,no significant difference in the number of perforations compared to the number of perforations in controls,[]
target_gpt_oss_20b__aux_gemma4_31b,0,21645374,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,yes,False,2,name_of_plant,population,The species of plant used in the study,Aponogeton madagascariensis (lace plant),Another plant species,False,PARSE_ERROR,PARSE_ERROR,,PARSE_ERROR,PARSE_ERROR,,False,True,Changed the plant species from 'Aponogeton madagascariensis (lace plant)' to 'Another plant species' throughout the abstract.,Aponogeton madagascariensis (lace plant),Another plant species,[]
