run_name,sample_idx,sample_id,question,gold_label,original_answer_correct,concept_i,concept,category,description,current_value,alternative_value,mentioned_in_explanation,original_answer_label,original_answer,original_explanation,counterfactual_answer_label,counterfactual_answer,counterfactual_explanation,answer_changed,counterfactual_context_changed,change_summary,changed_span_original,changed_span_counterfactual,cf_generation_warnings
target_llama3_1_70b__aux_gemma4_e4b,230,12612531,Fragility of the esophageal mucosa: a pathognomonic endoscopic sign of primary eosinophilic esophagitis?,yes,False,0,pathognomonic_status,other,"Whether the esophageal mucosa fragility is definitively confirmed as a unique, pathognomonic sign of primary eosinophilic esophagitis.",Possibly/Suggested (not definitively confirmed),Definitely confirmed or not associated with EoE,True,maybe,Fragility of the esophageal mucosa may be a pathognomonic sign of primary eosinophilic esophagitis.,"The abstract introduces 'crêpe-paper' mucosa as a possibly pathognomonic sign, indicating that it is not definitively confirmed but rather suggested as a potential indicator.",yes,Fragility of the esophageal mucosa is a pathognomonic endoscopic sign of primary eosinophilic esophagitis.,"The abstract introduces the term 'crêpe-paper' mucosa to describe the fragile esophageal mucosa, which is a distinctive feature observed in all patients with primary eosinophilic esophagitis.",True,True,The status of the esophageal mucosa fragility was changed from 'possibly pathognomonic' (suggested/uncertain) to 'pathognomonic' (definitively confirmed).,a possibly pathognomonic sign,a pathognomonic sign,[]
target_llama3_1_70b__aux_gemma4_e4b,230,12612531,Fragility of the esophageal mucosa: a pathognomonic endoscopic sign of primary eosinophilic esophagitis?,yes,False,1,primary_eosinophilic_esophagitis,disease or condition,The specific chronic inflammatory disorder being discussed.,Primary eosinophilic esophagitis,Gastroesophageal reflux disease (GERD),False,maybe,Fragility of the esophageal mucosa may be a pathognomonic sign of primary eosinophilic esophagitis.,"The abstract introduces 'crêpe-paper' mucosa as a possibly pathognomonic sign, indicating that it is not definitively confirmed but rather suggested as a potential indicator.",no,Fragility of the esophageal mucosa is not a pathognomonic sign of primary eosinophilic esophagitis.,"The abstract does not mention primary eosinophilic esophagitis, but rather describes fragile esophageal mucosa as a possibly pathognomonic sign for GERD.",True,True,The disease condition 'Primary eosinophilic esophagitis' was replaced with 'Gastroesophageal reflux disease (GERD)' throughout the abstract context.,"Primary eosinophilic esophagitis, a chronic inflammatory disorder of the esophagus, evokes recurrent dysphagia. Endoscopy is often unremarkable, and no consensus exists regarding management of resultant dysphagia. The response of a series of patients with primary eosinophilic esophagitis to dilation is reported together with a description of a possibly pathognomonic sign: fragile esophageal mucosa, for which the term ""crêpe-paper"" mucosa is introduced.
Five men underwent endoscopy because of dysphagia confirmed (clinically, endoscopically, and histologically) to be caused by primary eosinophilic esophagitis and were treated by bouginage.","Gastroesophageal reflux disease (GERD), a chronic inflammatory disorder of the esophagus, evokes recurrent dysphagia. Endoscopy is often unremarkable, and no consensus exists regarding management of resultant dysphagia. The response of a series of patients with GERD to dilation is reported together with a description of a possibly pathognomonic sign: fragile esophageal mucosa, for which the term ""crêpe-paper"" mucosa is introduced.
Five men underwent endoscopy because of dysphagia confirmed (clinically, endoscopically, and histologically) to be caused by GERD and were treated by bouginage.",[]
target_llama3_1_70b__aux_gemma4_e4b,230,12612531,Fragility of the esophageal mucosa: a pathognomonic endoscopic sign of primary eosinophilic esophagitis?,yes,False,2,mucosal_fragility,measured outcome,The physical characteristic of the esophageal mucosa observed during endoscopy.,"Extremely fragile, inelastic, and delicate (tears easily)",Normal or robust mucosa,False,maybe,Fragility of the esophageal mucosa may be a pathognomonic sign of primary eosinophilic esophagitis.,"The abstract introduces 'crêpe-paper' mucosa as a possibly pathognomonic sign, indicating that it is not definitively confirmed but rather suggested as a potential indicator.",no,Fragility of the esophageal mucosa is not a pathognomonic sign of primary eosinophilic esophagitis.,"The abstract introduces 'crêpe-paper' mucosa as a possibly pathognomonic sign, but does not confirm it as such.",True,True,"The description of the esophageal mucosal fragility in the OBSERVATIONS section was changed from 'extremely fragile, inelastic, and delicate (tears easily)' to 'normal or robust mucosa'.","All patients had extremely fragile, inelastic, and delicate mucosa, which tore easily even with minor trauma.","All patients had normal or robust mucosa, showing no signs of tears even with minor trauma.",[]
target_llama3_1_70b__aux_gemma4_e4b,254,9602458,Does the Child Health Computing System adequately identify children with cerebral palsy?,no,True,0,percentage_nicpr_missing_from_chcs,numerical size,The proportion of cases recorded in the Northern Ireland Cerebral Palsy Register (NICPR) that were not found on the Child Health Computing System (CHCS). This is the primary evidence used to determine inadequacy.,47 per cent,less than 5 per cent,True,no,The Child Health Computing System does not adequately identify children with cerebral palsy.,"47% of cases recorded on the Northern Ireland Cerebral Palsy Register were not found on the CHCS, indicating a significant gap in identification.",no,The Child Health Computing System does not adequately identify children with cerebral palsy.,"Less than 5% of cases recorded on the NICPR were not found on the CHCS, but 12% of cases recorded on the CHCS were not found on the NICPR, indicating some discrepancies and false positives.",False,True,The proportion of cases recorded in the NICPR that were not found on the CHCS was changed from '47 per cent' to 'less than 5 per cent'.,47 per cent,less than 5 per cent,[]
target_llama3_1_70b__aux_gemma4_e4b,254,9602458,Does the Child Health Computing System adequately identify children with cerebral palsy?,no,True,1,population_age_range,disease or condition,The specific age range of the children included in the sample.,5-9 years,"all ages (e.g., 0-18 years)",False,no,The Child Health Computing System does not adequately identify children with cerebral palsy.,"47% of cases recorded on the Northern Ireland Cerebral Palsy Register were not found on the CHCS, indicating a significant gap in identification.",no,The Child Health Computing System does not adequately identify children with cerebral palsy.,"47% of cases recorded on the Northern Ireland Cerebral Palsy Register were not found on the CHCS, indicating a significant gap in identification.",False,True,"The age range of the sample population was expanded from '5-9 years' to 'all ages (e.g., 0-18 years)'.",aged 5-9 years.,"of all ages (e.g., 0-18 years).",[]
target_llama3_1_70b__aux_gemma4_e4b,254,9602458,Does the Child Health Computing System adequately identify children with cerebral palsy?,no,True,2,comparison_failure_direction,comparison group,"The direction of the comparison failure rate used to assess completeness (i.e., NICPR cases missing from CHCS vs. CHCS cases missing from NICPR).",NICPR cases not found on CHCS (47%),CHCS cases not found on NICPR (12%),False,no,The Child Health Computing System does not adequately identify children with cerebral palsy.,"47% of cases recorded on the Northern Ireland Cerebral Palsy Register were not found on the CHCS, indicating a significant gap in identification.",no,The Child Health Computing System does not adequately identify children with cerebral palsy.,"Of the 135 cases recorded on the NICPR, 47% were not found on the CHCS, indicating a significant under-identification of children with cerebral palsy by the system.",False,True,"The primary comparison failure direction was changed from 'NICPR cases missing in CHCS' to 'CHCS cases missing in NICPR', updating the source population, percentage, and associated interpretation.","Of the 135 cases recorded on the NICPR, 47 per cent were not found on the CHCS; the majority of these children had no computer record of any medical diagnosis.","Of the 82 cases recorded on the CHCS, 10 (12 per cent) were not found on the NICPR; the majority of these children had no computer record of any medical diagnosis.",[]
target_llama3_1_70b__aux_gemma4_e4b,296,10759659,The nurse cystoscopist: a feasible option?,yes,True,0,kappa_agreement,statistical significance,The statistical measure of agreement between the UNP and the consultant urologist.,0.94 (very close agreement),"Significantly lower value, indicating poor agreement",True,yes,The nurse cystoscopist is a feasible option for detecting bladder tumours during flexible cystoscopy.,"The study found very close agreement between the trained urology nurse practitioner and consultant urologist in detecting bladder tumours, with only one minute tumour missed by each.",maybe,"The nurse cystoscopist may be a feasible option, but with limitations.","Although the UNP missed only one minute tumour and had similar detection rates to the consultant urologist, the poor agreement between them (Kappa = 0.35) suggests that further evaluation is needed.",True,True,"The Kappa agreement statistic was changed from 0.94 to 0.35, and the interpretation was adjusted accordingly from 'very close agreement' to 'poor agreement'.","Analysis using the chance-corrected proportional agreement (Kappa) was 0.94, indicating very close agreement.","Analysis using the chance-corrected proportional agreement (Kappa) was 0.35, indicating poor agreement.",[]
target_llama3_1_70b__aux_gemma4_e4b,296,10759659,The nurse cystoscopist: a feasible option?,yes,True,1,missed_tumour_size,measured outcome,The size of the tumours that were missed by either practitioner.,Minute,Large or easily detectable,True,yes,The nurse cystoscopist is a feasible option for detecting bladder tumours during flexible cystoscopy.,"The study found very close agreement between the trained urology nurse practitioner and consultant urologist in detecting bladder tumours, with only one minute tumour missed by each.",yes,The nurse cystoscopist is a feasible option for detecting bladder tumours during flexible cystoscopy.,"The study found very close agreement between the trained urology nurse practitioner and consultant urologist in detecting bladder tumours, with only one tumour missed by each.",False,True,The size of the missed tumours (missed_tumour_size) was changed from 'Minute' to 'Large or easily detectable'.,each tumour was minute,each tumour was large or easily detectable,[]
target_llama3_1_70b__aux_gemma4_e4b,307,9550200,Does lunar position influence the time of delivery?,yes,True,0,connection_found,measured outcome,Whether a statistical link between lunar cycle and delivery timing was observed.,A connection was found.,No significant connection was found.,True,yes,"Lunar position influences the time of delivery, particularly in multiparae and plurigravidae.","A connection between the distribution of spontaneous full-term deliveries and the lunar month was found, with the mean day of delivery corresponding to the first or second day after the full moon in multiparae and plurigravidae.",no,Lunar position does not influence the time of delivery.,No significant connection between the distribution of spontaneous full-term deliveries and the lunar month was found.,True,True,The main finding regarding a connection between lunar cycle and delivery timing was changed from 'A connection was found' to 'No significant connection was found.' The subsequent interpretive sentence was minimally adjusted to maintain internal consistency with the null finding.,"A connection between the distribution of spontaneous full-term deliveries and the lunar month was found. The effect of the phases of the moon seems to be particularly relevant in multiparae and plurigravidae; in these cases, the mean day of delivery corresponds to the first or second day after the full moon.","No significant connection between the distribution of spontaneous full-term deliveries and the lunar month was found. The effect of the phases of the moon did not appear particularly relevant in multiparae and plurigravidae; in these cases, no statistically significant pattern was observed for the mean day of delivery corresponding to the first or second day after the full moon.",[]
target_llama3_1_70b__aux_gemma4_e4b,307,9550200,Does lunar position influence the time of delivery?,yes,True,1,relevant_parity_group,comparison group,The specific parity/gravidity group where the lunar effect was observed.,Multiparae and plurigravidae.,All parities (or only nulliparous women).,True,yes,"Lunar position influences the time of delivery, particularly in multiparae and plurigravidae.","A connection between the distribution of spontaneous full-term deliveries and the lunar month was found, with the mean day of delivery corresponding to the first or second day after the full moon in multiparae and plurigravidae.",yes,Lunar position influences the time of delivery.,"A connection between the distribution of spontaneous full-term deliveries and the lunar month was found, with the mean day of delivery corresponding to the first or second day after the full moon.",False,True,The specific parity group where the lunar effect was observed changed from multiparae/plurigravidae to all parities.,multiparae and plurigravidae,all parities,[]
target_llama3_1_70b__aux_gemma4_e4b,307,9550200,Does lunar position influence the time of delivery?,yes,True,2,optimal_delivery_lunar_phase,measured outcome,The specific timing relative to the full moon associated with delivery.,First or second day after the full moon.,Day of the full moon (or random phase).,True,yes,"Lunar position influences the time of delivery, particularly in multiparae and plurigravidae.","A connection between the distribution of spontaneous full-term deliveries and the lunar month was found, with the mean day of delivery corresponding to the first or second day after the full moon in multiparae and plurigravidae.",yes,Lunar position influences the time of delivery.,"A connection between the distribution of spontaneous full-term deliveries and the lunar month was found, indicating that lunar position has an effect on the timing of delivery.",False,True,The specific timing associated with optimal delivery relative to the full moon was changed from 'First or second day after the full moon' to 'Day of the full moon (or random phase)'.,the first or second day after the full moon.,day of the full moon (or random phase).,[]
target_llama3_1_70b__aux_gemma4_e4b,309,11296674,Prostatic syndrome and pleural effusion: are they different diseases?,maybe,False,0,cooccurrence_of_prostate_and_pleural_issues,other,The ability for prostatic neoplasms and pleural effusion to occur together in the same patient.,Associated (uncommon association reported),Mutually exclusive (never found together),True,no,Prostatic syndrome and pleural effusion are associated with the same patient.,"The abstract mentions both prostatic neoplasms and malignant pleural effusion, indicating that they can occur together in the same individual.",maybe,The study does not provide direct information about prostatic syndrome and pleural effusion.,"The abstract only discusses the co-occurrence of prostate and lung cancer, without mentioning prostatic syndrome or pleural effusion.",True,True,"The objective was changed from reporting an 'uncommon association' to determining if a co-occurrence exists, and the results were modified from describing advanced stages of both tumors (implying co-existence) to stating that no co-occurrence was observed.",[OBJECTIVE] To report an uncommon association of prostate and lung cancer. ... [RESULTS] Both tumors were in the advanced stages. Metastatic carcinoma of the prostate was discarded due to the form of presentation.,[OBJECTIVE] To determine if there is any co-occurrence between prostate and lung cancer. ... [RESULTS] No co-occurrence of these two conditions was observed during this study period.,[]
target_llama3_1_70b__aux_gemma4_e4b,309,11296674,Prostatic syndrome and pleural effusion: are they different diseases?,maybe,False,1,malignancy_status_of_pleural_effusion,disease or condition,Whether the pleural effusion is malignant or benign.,Malignant (Malignant pleural effusion),Benign (or no effusion mentioned),True,no,Prostatic syndrome and pleural effusion are associated with the same patient.,"The abstract mentions both prostatic neoplasms and malignant pleural effusion, indicating that they can occur together in the same individual.",no,Prostatic syndrome and pleural effusion are associated with the same patient.,"The abstract mentions both prostatic neoplasms and pleural effusion as part of the analyzed characteristics, indicating a connection between the two conditions in this specific case.",False,True,The malignancy status of the pleural effusion was changed from Malignant to Benign.,Malignant,Benign,[]
