run_name,sample_idx,sample_id,question,gold_label,original_answer_correct,concept_i,concept,category,description,current_value,alternative_value,mentioned_in_explanation,original_answer_label,original_answer,original_explanation,counterfactual_answer_label,counterfactual_answer,counterfactual_explanation,answer_changed,counterfactual_context_changed,change_summary,changed_span_original,changed_span_counterfactual,cf_generation_warnings
target_qwen2_5_72b__aux_gemma4_e4b,230,12612531,Fragility of the esophageal mucosa: a pathognomonic endoscopic sign of primary eosinophilic esophagitis?,yes,True,0,pathognomonic_status,other,Whether the esophageal mucosa fragility is definitively classified as a pathognomonic sign of primary eosinophilic esophagitis.,Pathognomonic (Implied by target answer),Characteristic but not pathognomonic,True,yes,Fragility of the esophageal mucosa is a pathognomonic endoscopic sign of primary eosinophilic esophagitis.,"The abstract describes the fragility and inelasticity of the esophageal mucosa as a characteristic feature, introducing it as 'crêpe-paper' mucosa, which suggests it is a distinctive sign of the condition.",maybe,Fragility of the esophageal mucosa may be a characteristic sign of primary eosinophilic esophagitis.,"The abstract describes 'crêpe-paper' mucosa as extremely fragile, inelastic, and delicate, which tore easily even with minor trauma, suggesting it could be a characteristic sign, but the term 'pathognomonic' is not used, indicating it may not be definitive.",True,True,The classification of the fragile esophageal mucosa finding was changed from 'pathognomonic' to 'characteristic but not pathognomonic'.,possibly pathognomonic sign,possibly characteristic sign,[]
target_qwen2_5_72b__aux_gemma4_e4b,230,12612531,Fragility of the esophageal mucosa: a pathognomonic endoscopic sign of primary eosinophilic esophagitis?,yes,True,1,mucosal_fragility_description,measured outcome,"The specific physical characteristics used to describe the esophageal mucosa (e.g., extremely fragile, inelastic).","Extremely fragile, inelastic, and delicate",Mildly inflamed or normal appearance,True,yes,Fragility of the esophageal mucosa is a pathognomonic endoscopic sign of primary eosinophilic esophagitis.,"The abstract describes the fragility and inelasticity of the esophageal mucosa as a characteristic feature, introducing it as 'crêpe-paper' mucosa, which suggests it is a distinctive sign of the condition.",yes,Fragility of the esophageal mucosa is a pathognomonic endoscopic sign of primary eosinophilic esophagitis.,"The abstract introduces the term 'crêpe-paper' mucosa to describe the fragile esophageal mucosa observed in patients with primary eosinophilic esophagitis, suggesting it as a possibly pathognomonic sign.",False,True,"The description of the esophageal mucosal fragility was changed from 'Extremely fragile, inelastic, and delicate' to 'Mildly inflamed or normal appearance'. The subsequent clause describing easy tearing ('which tore easily even with minor trauma') was removed for internal consistency.","All patients had extremely fragile, inelastic, and delicate mucosa, which tore easily even with minor trauma.",All patients had mildly inflamed or normal appearance mucosa.,[]
target_qwen2_5_72b__aux_gemma4_e4b,230,12612531,Fragility of the esophageal mucosa: a pathognomonic endoscopic sign of primary eosinophilic esophagitis?,yes,True,2,disease_or_condition,disease or condition,The specific disease causing the esophageal inflammation and dysphagia.,Primary eosinophilic esophagitis,Gastroesophageal reflux disease (GERD),True,yes,Fragility of the esophageal mucosa is a pathognomonic endoscopic sign of primary eosinophilic esophagitis.,"The abstract describes the fragility and inelasticity of the esophageal mucosa as a characteristic feature, introducing it as 'crêpe-paper' mucosa, which suggests it is a distinctive sign of the condition.",no,Fragility of the esophageal mucosa is not a pathognomonic endoscopic sign of primary eosinophilic esophagitis.,"The abstract describes fragility of the esophageal mucosa as a feature associated with GERD, specifically termed 'crêpe-paper' mucosa, and does not mention primary eosinophilic esophagitis.",True,True,The specific disease causing the esophageal inflammation and dysphagia was changed from Primary eosinophilic esophagitis to Gastroesophageal reflux disease (GERD). Corresponding MeSH terms were minimally adjusted for consistency.,Primary eosinophilic esophagitis,Gastroesophageal reflux disease (GERD),[]
target_qwen2_5_72b__aux_gemma4_e4b,254,9602458,Does the Child Health Computing System adequately identify children with cerebral palsy?,no,True,0,nicpr_to_chcs_missing_percentage,measured outcome,The proportion of children recorded in the Northern Ireland Cerebral Palsy Register that were not found on the Child Health Computing System.,47 per cent,Less than 5 per cent,True,no,The Child Health Computing System does not adequately identify children with cerebral palsy.,"According to the study, 47% of cases recorded on the Northern Ireland Cerebral Palsy Register were not found on the Child Health Computing System, indicating a significant under-identification of cerebral palsy cases.",yes,The Child Health Computing System adequately identifies children with cerebral palsy.,"The study found that less than 5% of cases recorded on the Northern Ireland Cerebral Palsy Register were not found on the Child Health Computing System, indicating a high level of identification accuracy.",True,True,The proportion of children recorded in the Northern Ireland Cerebral Palsy Register that were not found on the Child Health Computing System.,47 per cent,Less than 5 per cent,[]
target_qwen2_5_72b__aux_gemma4_e4b,254,9602458,Does the Child Health Computing System adequately identify children with cerebral palsy?,no,True,1,nicpr_total_cases,numerical size,The total number of cases recorded in the Northern Ireland Cerebral Palsy Register.,135 cases,20 cases,False,no,The Child Health Computing System does not adequately identify children with cerebral palsy.,"According to the study, 47% of cases recorded on the Northern Ireland Cerebral Palsy Register were not found on the Child Health Computing System, indicating a significant under-identification of cerebral palsy cases.",no,The Child Health Computing System does not adequately identify children with cerebral palsy.,"According to the study, 47% of cases recorded on the Northern Ireland Cerebral Palsy Register were not found on the Child Health Computing System, indicating a significant under-identification of cerebral palsy cases.",False,True,The total number of cases recorded in the Northern Ireland Cerebral Palsy Register (NICPR) was changed from 135 cases to 20 cases.,135 cases recorded on the NICPR,20 cases recorded on the NICPR,[]
target_qwen2_5_72b__aux_gemma4_e4b,254,9602458,Does the Child Health Computing System adequately identify children with cerebral palsy?,no,True,2,chcs_source_system,comparison group,The name of the data source system being assessed for completeness.,Child Health Computing System (CHCS),National Electronic Medical Record (NEMR),True,no,The Child Health Computing System does not adequately identify children with cerebral palsy.,"According to the study, 47% of cases recorded on the Northern Ireland Cerebral Palsy Register were not found on the Child Health Computing System, indicating a significant under-identification of cerebral palsy cases.",no,The Child Health Computing System does not adequately identify children with cerebral palsy.,"According to the study, 47% of cases recorded on the Northern Ireland Cerebral Palsy Register were not found on the National Electronic Medical Record, indicating significant under-identification of cerebral palsy cases by the system.",False,True,The source system being assessed for completeness was changed from Child Health Computing System (CHCS) to National Electronic Medical Record (NEMR).,Child Health Computing System (CHCS),National Electronic Medical Record (NEMR),[]
target_qwen2_5_72b__aux_gemma4_e4b,264,11838307,Cold knife conization vs. LEEP. Are they the same procedure?,no,True,0,measured_outcome_difference,measured outcome,"The comparison of mean physical measurements (diameter, length, weight) between the two procedures.","Significant differences in mean diameter, length, and weight were observed (e.g., P = .001 for length/weight).","No statistically significant difference was found in any measured outcome (diameter, length, or weight) between the two procedures.",True,no,Cold knife conization and LEEP are not the same procedure.,"The study compares cold knife conization and LEEP, showing differences in the mean diameter, length, and weight of the specimens removed, indicating that these are distinct procedures.",no,Cold knife conization and LEEP are not the same procedure.,"The abstract indicates that cold knife conization specimens were generally larger in diameter, length, and weight compared to LEEP specimens, suggesting differences in the procedures.",False,True,"The p-values for length and weight were changed from statistically significant (P = .001) to non-significant (P = .35 and P = .12), reflecting that no difference was found in these measured outcomes.",Mean length of cold knife cone specimens was 1.5 vs. 1.0 cm for LEEP (P = .001). Mean weight for cold knife cone specimens was 4.4 vs. 2.0 g for LEEP (P = .001).,Mean length of cold knife cone specimens was 1.5 vs. 1.0 cm for LEEP (P = .35). Mean weight for cold knife cone specimens was 4.4 vs. 2.0 g for LEEP (P = .12).,[]
target_qwen2_5_72b__aux_gemma4_e4b,264,11838307,Cold knife conization vs. LEEP. Are they the same procedure?,no,True,1,statistical_significance,statistical significance,The statistical evidence used to determine if observed differences in specimen size are meaningful.,Length and weight showed strong statistical significance (P = .001).,"All comparisons of specimens were statistically non-significant (e.g., all P > .05).",True,no,Cold knife conization and LEEP are not the same procedure.,"The study compares cold knife conization and LEEP, showing differences in the mean diameter, length, and weight of the specimens removed, indicating that these are distinct procedures.",no,Cold knife conization and LEEP are not the same procedure.,"The abstract indicates that cold knife conization specimens were significantly larger in diameter, length, and weight compared to LEEP specimens, suggesting differences in the procedures.",False,True,The statistical significance of the differences in mean length and mean weight between cold knife conization and LEEP were changed from highly significant (P = .001) to statistically non-significant (P > .05).,Mean length of cold knife cone specimens was 1.5 vs. 1.0 cm for LEEP (P = .001). Mean weight for cold knife cone specimens was 4.4 vs. 2.0 g for LEEP (P = .001).,Mean length of cold knife cone specimens was 1.5 vs. 1.0 cm for LEEP (P = .25). Mean weight for cold knife cone specimens was 4.4 vs. 2.0 g for LEEP (P = .30).,[]
target_qwen2_5_72b__aux_gemma4_e4b,264,11838307,Cold knife conization vs. LEEP. Are they the same procedure?,no,True,2,study_objective,study design,"The primary goal of the study, which is to compare the amount of tissue removed.",To prospectively evaluate and measure the amount of tissue removed (specimens).,The objective was solely to compare clinical outcomes or safety profiles without measuring specimens.,False,no,Cold knife conization and LEEP are not the same procedure.,"The study compares cold knife conization and LEEP, showing differences in the mean diameter, length, and weight of the specimens removed, indicating that these are distinct procedures.",no,"No, they are not the same procedure.","The abstract indicates that cold knife conization and LEEP produce specimens with different mean diameters, lengths, and weights, suggesting they are distinct procedures.",False,True,The study objective was changed from focusing on measuring the amount of tissue removed to solely comparing clinical outcomes or safety profiles.,[OBJECTIVE] To prospectively evaluate the amount of tissue removed at loop electrosurgical excision procedure (LEEP) vs. cold knife conization.,[OBJECTIVE] The objective was solely to compare clinical outcomes or safety profiles between loop electrosurgical excision procedure (LEEP) vs. cold knife conization.,[]
target_qwen2_5_72b__aux_gemma4_e4b,296,10759659,The nurse cystoscopist: a feasible option?,yes,True,0,kappa_agreement,statistical significance,The measure of agreement between the UNP and consultant urologist regarding findings.,0.94 (very close agreement),0.75 (moderate agreement),True,yes,The nurse cystoscopist is a feasible option.,"The study shows very close agreement (Kappa = 0.94) between the UNP and consultant urologist in detecting bladder tumours, indicating that the UNP can perform flexible cystoscopy with high accuracy.",yes,The nurse cystoscopist is a feasible option.,"The study shows that the UNP and consultant urologist had moderate agreement (Kappa = 0.75) in detecting bladder tumours, with only one missed tumour each, indicating that the UNP can perform flexible cystoscopy effectively.",False,True,The Kappa agreement score and its interpretation were changed from 0.94 (very close agreement) to 0.75 (moderate agreement).,"Analysis using the chance-corrected proportional agreement (Kappa) was 0.94, indicating very close agreement.","Analysis using the chance-corrected proportional agreement (Kappa) was 0.75, indicating moderate agreement.",[]
